index,ataque,tipo,dlllist_avg_dlls_per_proc,handles_nfile,handles_nkey,handles_nthread,handles_nsemaphore,handles_ntimer,handles_nmutant,ldrmodules_not_in_load,ldrmodules_not_in_mem,ldrmodules_not_in_load_avg,ldrmodules_not_in_init_avg,ldrmodules_not_in_mem_avg,malfind_ninjections,malfind_commitCharge,malfind_protection,svcscan_nservices,svcscan_process_services,svcscan_nactive,callbacks_ncallbacks,impacto ,afecta_al_activo,genera_riesgo
187,Ransomware,Ransomware,3788235294,575,532,614,478,102,201,38,38,28679245,53584906,28679245,2,2,12,389,24,115,88,1,Activo4,riesgo
188,Ransomware,Ransomware,3914705882,595,571,630,514,104,211,41,41,29905179,53975201,29905179,2,2,12,389,24,116,88,1,Activo16,riesgo
189,Ransomware,Ransomware,3888888889,602,644,640,538,110,218,43,43,29819695,5409154,29819695,3,3,18,389,24,117,88,1,Activo6,riesgo
190,Ransomware,Ransomware,3888888889,600,644,635,538,110,218,43,43,29819695,5409154,29819695,3,3,18,389,24,117,88,1,Activo7,riesgo
191,Ransomware,Ransomware,4023076923,647,655,831,640,120,259,47,47,29102167,52631579,29102167,3,3,18,389,24,123,86,1,Activo4,riesgo
192,Ransomware,Ransomware,3924324324,631,667,664,594,113,230,42,42,2872777,53351573,2872777,3,3,18,389,24,120,86,1,Activo8,riesgo
193,Ransomware,Ransomware,3994871795,647,655,774,634,120,259,47,47,29301746,52992519,29301746,3,3,18,389,24,123,86,1,Activo8,riesgo
194,Ransomware,Ransomware,3953658537,650,669,753,643,126,267,46,46,27611044,51620648,27611044,3,3,18,389,24,123,86,1,Activo19,riesgo
195,Ransomware,Ransomware,39075,647,664,709,606,123,262,45,45,28037383,52336449,28037383,3,3,18,389,24,123,86,1,Activo12,riesgo
196,Ransomware,Ransomware,39075,647,664,704,606,123,262,45,45,28125,525,28125,3,3,18,389,24,123,86,1,Activo16,riesgo
197,Ransomware,Ransomware,3917948718,644,659,689,598,119,257,44,44,28241335,52631579,28241335,3,3,18,389,24,122,86,1,Activo7,riesgo
198,Ransomware,Ransomware,3939473684,640,678,675,598,116,251,44,44,28985507,53359684,28985507,3,3,18,389,24,120,86,1,Activo7,riesgo
199,Ransomware,Ransomware,3924324324,629,667,659,594,113,230,42,42,28649386,53206003,28649386,3,3,18,389,24,120,86,1,Activo2,riesgo
200,Ransomware,Ransomware,3924324324,632,667,663,594,113,230,42,42,28708134,53315106,28708134,3,3,18,389,24,120,86,1,Activo2,riesgo
201,Ransomware,Ransomware,40025,654,666,850,649,123,261,49,49,29714979,53365676,29714979,8,27,48,389,24,122,86,1,Activo10,riesgo
202,Ransomware,Ransomware,3907894737,643,680,684,603,116,232,43,43,28724115,53440214,28724115,8,27,48,389,24,119,86,1,Activo10,riesgo
203,Ransomware,Ransomware,39775,656,668,803,643,123,261,48,48,29304029,53113553,29304029,8,27,48,389,24,122,86,1,Activo16,riesgo
204,Ransomware,Ransomware,3938095238,659,682,783,652,129,269,47,47,27647059,51764706,27647059,8,27,48,389,24,122,86,1,Activo20,riesgo
205,Ransomware,Ransomware,3892682927,657,677,740,615,126,264,46,46,28065894,52471019,28065894,8,27,48,389,24,122,86,1,Activo11,riesgo
206,Ransomware,Ransomware,3892682927,658,677,727,615,126,264,46,46,28151775,52631579,28151775,8,27,48,389,24,122,86,1,Activo5,riesgo
207,Ransomware,Ransomware,392,657,695,716,613,122,261,45,45,28125,525,28125,8,27,48,389,24,121,86,1,Activo12,riesgo
208,Ransomware,Ransomware,3907894737,641,680,685,603,116,232,43,43,28590426,53191489,28590426,8,27,48,389,24,119,86,1,Activo4,riesgo
209,Ransomware,Ransomware,3907894737,641,680,685,603,116,232,43,43,28647568,53297801,28647568,8,27,48,389,24,119,86,1,Activo19,riesgo
210,Ransomware,Ransomware,3907894737,646,680,689,603,116,232,43,43,2870494,53404539,2870494,8,27,48,389,24,119,86,1,Activo19,riesgo
211,Ransomware,Ransomware,3993023256,695,751,894,693,123,277,56,56,31602709,5530474,31602709,4,4,24,389,24,122,86,1,Activo16,riesgo
212,Ransomware,Ransomware,3934146341,680,764,712,650,116,252,54,54,33007335,57457213,33007335,4,4,24,389,24,119,86,1,Activo12,riesgo
213,Ransomware,Ransomware,3997674419,704,752,835,690,123,281,59,59,33202026,56837366,33202026,4,4,24,389,24,122,86,1,Activo18,riesgo
214,Ransomware,Ransomware,396,707,766,825,699,129,289,58,58,3153888,55464927,3153888,4,4,24,389,24,122,86,1,Activo12,riesgo
215,Ransomware,Ransomware,3918181818,701,761,783,662,126,284,57,57,32058493,5624297,32058493,4,4,24,389,24,122,86,1,Activo19,riesgo
216,Ransomware,Ransomware,3918181818,698,761,768,662,126,284,57,57,321489,56401579,321489,4,4,24,389,24,122,86,1,Activo18,riesgo
217,Ransomware,Ransomware,3927906977,691,756,738,654,122,279,56,56,32351242,56614674,32351242,4,4,24,389,24,121,86,1,Activo18,riesgo
218,Ransomware,Ransomware,3935714286,686,775,729,648,119,270,56,56,33254157,5760095,33254157,4,4,24,389,24,119,86,1,Activo2,riesgo
219,Ransomware,Ransomware,3923809524,680,774,717,652,119,258,55,55,32816229,57279236,32816229,4,4,24,389,24,119,86,1,Activo7,riesgo
220,Ransomware,Ransomware,3934146341,681,764,711,650,116,252,54,54,32987172,57422114,32987172,4,4,24,389,24,119,86,1,Activo8,riesgo
221,Ransomware,Ransomware,3847619048,670,679,828,648,120,260,48,48,28880866,5354994,28880866,3,3,18,389,24,122,86,1,Activo8,riesgo
222,Ransomware,Ransomware,2808333333,576,554,658,524,99,218,8,8,80808081,191919192,80808081,1,1,6,94,7,30,54,1,Activo8,riesgo
223,Ransomware,Ransomware,3740909091,669,689,811,647,126,267,63,63,38745387,62115621,38745387,3,3,18,389,24,123,55,1,Activo16,riesgo
224,Ransomware,Ransomware,3708695652,677,694,800,656,132,275,67,67,39739027,6346382,39739027,2,2,12,389,24,123,55,1,Activo13,riesgo
225,Ransomware,Ransomware,3673333333,674,689,768,619,129,270,61,61,37515375,61500615,37515375,2,2,12,389,24,123,55,1,Activo2,riesgo
226,Ransomware,Ransomware,3673333333,674,689,769,619,129,270,61,61,37515375,61500615,37515375,2,2,12,389,24,123,55,1,Activo4,riesgo
227,Ransomware,Ransomware,3665909091,672,691,727,611,125,263,52,52,36879433,63120567,36879433,2,2,12,389,24,122,55,1,Activo20,riesgo
228,Ransomware,Ransomware,3685714286,666,687,718,605,122,254,44,44,47413793,76508621,47413793,2,2,12,389,24,120,55,1,Activo3,riesgo
229,Ransomware,Ransomware,3202777778,607,598,698,565,110,249,69,69,250909091,290909091,250909091,1,1,6,314,17,102,54,1,Activo15,riesgo
230,Ransomware,Ransomware,3044444444,588,558,676,528,102,240,16,16,124031008,240310078,124031008,1,1,6,304,17,98,54,1,Activo1,riesgo
231,Ransomware,Ransomware,275,712,724,891,700,129,283,54,54,30066815,55679287,30066815,85,11012,510,389,24,122,86,1,Activo13,riesgo
232,Ransomware,Ransomware,387,850,696,715,650,119,252,43,43,27546445,51889814,27546445,61,18559,366,389,24,119,86,1,Activo20,riesgo
233,Ransomware,Ransomware,3911904762,852,681,830,684,126,281,47,47,27843602,51540284,27843602,57,18517,342,389,24,122,86,1,Activo5,riesgo
234,Ransomware,Ransomware,3902272727,867,698,822,699,132,289,47,47,26674234,50510783,26674234,60,18527,360,389,24,122,86,1,Activo4,riesgo
235,Ransomware,Ransomware,3858139535,864,693,774,662,129,284,46,46,27042916,51146384,27042916,61,18559,366,389,24,122,86,1,Activo14,riesgo
236,Ransomware,Ransomware,3858139535,867,693,756,662,129,284,46,46,27122642,5129717,27122642,61,18559,366,389,24,122,86,1,Activo8,riesgo
237,Ransomware,Ransomware,3866666667,862,688,741,654,125,279,45,45,27206771,51390568,27206771,61,18559,366,389,24,121,86,1,Activo17,riesgo
238,Ransomware,Ransomware,387,847,696,709,650,119,252,43,43,27423469,51658163,27423469,61,18559,366,389,24,119,86,1,Activo1,riesgo
239,Ransomware,Ransomware,387,847,696,708,650,119,252,43,43,27493606,51790281,27493606,61,18559,366,389,24,119,86,1,Activo9,riesgo
240,Ransomware,Ransomware,387,850,696,718,650,119,252,43,43,27528809,51856594,27528809,61,18559,366,389,24,119,86,1,Activo4,riesgo
241,Ransomware,Ransomware,2863333333,658,700,877,710,126,282,48,48,27444254,52029731,27444254,63,1011,378,389,24,122,87,1,Activo13,riesgo
242,Ransomware,Ransomware,38675,850,696,715,650,119,252,43,43,27599487,5198973,27599487,61,18559,366,389,24,119,87,1,Activo6,riesgo
243,Ransomware,Ransomware,2866666667,749,707,847,694,129,283,53,53,30165054,5520774,30165054,86,18692,516,389,24,122,87,1,Activo5,riesgo
244,Ransomware,Ransomware,2562857143,873,722,823,719,132,292,47,47,25881057,50660793,25881057,74,18683,444,389,24,122,87,1,Activo20,riesgo
245,Ransomware,Ransomware,3858139535,864,693,770,662,129,284,46,46,27042916,51146384,27042916,61,18559,366,389,24,122,87,1,Activo16,riesgo
246,Ransomware,Ransomware,3858139535,866,693,756,662,129,284,46,46,27122642,5129717,27122642,61,18559,366,389,24,122,87,1,Activo4,riesgo
247,Ransomware,Ransomware,3866666667,862,688,745,654,125,279,45,45,27206771,51390568,27206771,61,18559,366,389,24,121,87,1,Activo16,riesgo
248,Ransomware,Ransomware,38675,847,696,712,650,119,252,43,43,27458493,51724138,27458493,61,18559,366,389,24,119,87,1,Activo19,riesgo
249,Ransomware,Ransomware,38675,852,696,715,650,119,252,43,43,27546445,51889814,27546445,61,18559,366,389,24,119,87,1,Activo16,riesgo
250,Ransomware,Ransomware,38675,850,696,718,650,119,252,43,43,27581783,51956382,27581783,61,18559,366,389,24,119,87,1,Activo8,riesgo
251,Ransomware,Ransomware,3881818182,667,731,883,704,129,283,54,54,30681818,54545455,30681818,48,788,288,389,24,123,87,1,Activo15,riesgo
252,Ransomware,Ransomware,3833333333,866,751,723,664,122,256,50,50,30693677,55248619,30693677,63,18506,378,389,24,120,87,1,Activo11,riesgo
253,Ransomware,Ransomware,3875,875,736,835,698,129,285,54,54,30734206,54638589,30734206,58,18456,348,389,24,123,87,1,Activo18,riesgo
254,Ransomware,Ransomware,3867391304,882,753,830,713,135,293,54,54,29492081,53522665,29492081,61,18466,366,389,24,123,87,1,Activo12,riesgo
255,Ransomware,Ransomware,3824444444,878,748,779,676,132,288,53,53,29943503,54237288,29943503,63,18506,378,389,24,123,87,1,Activo20,riesgo
256,Ransomware,Ransomware,3824444444,879,748,763,676,132,288,53,53,30028329,54390935,30028329,63,18506,378,389,24,123,87,1,Activo3,riesgo
257,Ransomware,Ransomware,3831818182,877,743,748,668,128,283,52,52,30179919,54556007,30179919,63,18506,378,389,24,122,87,1,Activo11,riesgo
258,Ransomware,Ransomware,3853488372,873,762,741,668,125,278,52,52,30860534,55192878,30860534,65,18510,390,389,24,120,87,1,Activo7,riesgo
259,Ransomware,Ransomware,3833333333,865,751,720,664,122,256,50,50,30637255,55147059,30637255,63,18506,378,389,24,120,87,1,Activo16,riesgo
260,Ransomware,Ransomware,3833333333,866,751,726,664,122,256,50,50,30674847,55214724,30674847,63,18506,378,389,24,120,87,1,Activo16,riesgo
261,Ransomware,Ransomware,3919047619,652,671,875,690,126,279,47,47,27794205,51448847,27794205,47,849,282,389,24,122,87,1,Activo11,riesgo
262,Ransomware,Ransomware,387,850,691,718,650,119,252,43,43,27581783,51956382,27581783,61,18559,366,389,24,119,87,1,Activo6,riesgo
263,Ransomware,Ransomware,3911904762,700,676,832,684,126,282,47,47,27843602,51540284,27843602,56,10837,336,389,24,122,87,1,Activo10,riesgo
264,Ransomware,Ransomware,3877272727,863,690,817,693,132,289,46,46,26285714,50285714,26285714,57,18517,342,389,24,122,87,1,Activo7,riesgo
265,Ransomware,Ransomware,3858139535,864,688,773,662,129,284,46,46,27042916,51146384,27042916,60,18527,360,389,24,122,87,1,Activo1,riesgo
266,Ransomware,Ransomware,3858139535,865,688,756,662,129,284,46,46,27122642,5129717,27122642,61,18559,366,389,24,122,87,1,Activo1,riesgo
267,Ransomware,Ransomware,3866666667,861,683,739,654,125,279,45,45,27206771,51390568,27206771,61,18559,366,389,24,121,87,1,Activo8,riesgo
268,Ransomware,Ransomware,3890243902,858,702,732,654,122,274,45,45,27829314,51948052,27829314,61,18559,366,389,24,119,87,1,Activo14,riesgo
269,Ransomware,Ransomware,387,847,691,713,650,119,252,43,43,27511196,51823417,27511196,61,18559,366,389,24,119,87,1,Activo15,riesgo
270,Ransomware,Ransomware,387,852,691,720,650,119,252,43,43,27564103,51923077,27564103,61,18559,366,389,24,119,87,1,Activo9,riesgo
271,Ransomware,Ransomware,3935714286,666,699,855,661,123,266,49,49,28806584,52910053,28806584,3,3,18,389,24,122,86,1,Activo7,riesgo
272,Ransomware,Ransomware,384,646,711,690,615,116,237,44,44,28423773,53617571,28423773,3,3,18,389,24,119,86,1,Activo16,riesgo
273,Ransomware,Ransomware,390952381,666,699,810,655,123,266,49,49,28994083,53254438,28994083,3,3,18,389,24,122,86,1,Activo10,riesgo
274,Ransomware,Ransomware,3875,668,713,789,664,129,274,48,48,2739726,51940639,2739726,3,3,18,389,24,122,86,1,Activo10,riesgo
275,Ransomware,Ransomware,3830232558,665,708,740,627,126,269,47,47,27794205,52631579,27794205,3,3,18,389,24,122,86,1,Activo11,riesgo
276,Ransomware,Ransomware,3830232558,666,708,732,627,126,269,47,47,27876631,52787663,27876631,3,3,18,389,24,122,86,1,Activo17,riesgo
277,Ransomware,Ransomware,3838095238,662,703,719,619,122,264,46,46,27963526,52887538,27963526,3,3,18,389,24,121,86,1,Activo12,riesgo
278,Ransomware,Ransomware,386097561,658,722,713,619,119,259,46,46,2864259,53549191,2864259,3,3,18,389,24,119,86,1,Activo13,riesgo
279,Ransomware,Ransomware,384,650,711,689,615,116,237,44,44,28350515,53479381,28350515,3,3,18,389,24,119,86,1,Activo3,riesgo
280,Ransomware,Ransomware,384,650,711,694,615,116,237,44,44,28405423,53582957,28405423,3,3,18,389,24,119,86,1,Activo11,riesgo
281,Ransomware,Ransomware,4007692308,642,656,833,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,86,1,Activo3,riesgo
282,Ransomware,Ransomware,3908108108,623,668,659,594,113,230,42,42,28826356,5353466,28826356,3,3,18,389,24,119,86,1,Activo2,riesgo
283,Ransomware,Ransomware,3979487179,642,656,773,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,86,1,Activo5,riesgo
284,Ransomware,Ransomware,393902439,645,670,759,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,86,1,Activo11,riesgo
285,Ransomware,Ransomware,38925,642,665,708,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,86,1,Activo6,riesgo
286,Ransomware,Ransomware,38925,643,665,701,606,123,263,45,45,28230866,52697616,28230866,3,3,18,389,24,122,86,1,Activo9,riesgo
287,Ransomware,Ransomware,3902564103,640,660,692,598,119,257,44,44,28350515,52835052,28350515,3,3,18,389,24,121,86,1,Activo5,riesgo
288,Ransomware,Ransomware,3908108108,624,668,659,594,113,230,42,42,28668942,53242321,28668942,3,3,18,389,24,119,86,1,Activo2,riesgo
289,Ransomware,Ransomware,3908108108,626,668,659,594,113,230,42,42,28747433,5338809,28747433,3,3,18,389,24,119,86,1,Activo16,riesgo
290,Ransomware,Ransomware,3908108108,629,668,661,594,113,230,42,42,28806584,53497942,28806584,3,3,18,389,24,119,86,1,Activo7,riesgo
291,Ransomware,Ransomware,4007692308,642,661,829,640,120,259,47,47,2921069,52827843,2921069,3,3,18,389,24,122,87,1,Activo20,riesgo
292,Ransomware,Ransomware,3937142857,621,604,635,570,107,223,42,42,3,54285714,3,2,2,12,389,24,119,87,1,Activo7,riesgo
293,Ransomware,Ransomware,3979487179,642,661,776,634,120,259,47,47,29411765,53191489,29411765,3,3,18,389,24,122,87,1,Activo15,riesgo
294,Ransomware,Ransomware,393902439,645,675,760,643,126,267,46,46,27710843,51807229,27710843,3,3,18,389,24,122,87,1,Activo18,riesgo
295,Ransomware,Ransomware,38925,642,670,709,606,123,262,45,45,28142589,52532833,28142589,3,3,18,389,24,122,87,1,Activo5,riesgo
296,Ransomware,Ransomware,38925,642,670,702,606,123,262,45,45,28230866,52697616,28230866,3,3,18,389,24,122,87,1,Activo11,riesgo
297,Ransomware,Ransomware,3905263158,629,677,674,600,116,239,42,42,27759418,52214144,27759418,3,3,18,389,24,121,87,1,Activo17,riesgo
298,Ransomware,Ransomware,3908108108,624,673,661,594,113,230,42,42,28688525,53278689,28688525,3,3,18,389,24,119,87,1,Activo13,riesgo
299,Ransomware,Ransomware,3908108108,624,673,660,594,113,230,42,42,28767123,53424658,28767123,3,3,18,389,24,119,87,1,Activo13,riesgo
300,Ransomware,Ransomware,3908108108,628,673,664,594,113,230,42,42,28826356,5353466,28826356,3,3,18,389,24,119,87,1,Activo13,riesgo
301,Ransomware,Ransomware,4005128205,641,659,834,640,120,259,47,47,29228856,52860697,29228856,3,3,18,389,24,122,86,1,Activo19,riesgo
302,Ransomware,Ransomware,3902702703,625,671,661,594,113,230,42,42,28826356,5353466,28826356,3,3,18,389,24,119,86,1,Activo17,riesgo
303,Ransomware,Ransomware,3976923077,641,659,781,634,120,259,47,47,29430182,53224796,29430182,3,3,18,389,24,122,86,1,Activo4,riesgo
304,Ransomware,Ransomware,3936585366,644,673,760,643,126,267,46,46,27727547,51838457,27727547,3,3,18,389,24,122,86,1,Activo15,riesgo
305,Ransomware,Ransomware,389,641,668,709,606,123,262,45,45,281602,52565707,281602,3,3,18,389,24,122,86,1,Activo6,riesgo
306,Ransomware,Ransomware,389,641,668,702,606,123,262,45,45,28248588,52730697,28248588,3,3,18,389,24,122,86,1,Activo11,riesgo
307,Ransomware,Ransomware,3912820513,639,686,693,604,119,257,44,44,2822322,52597819,2822322,3,3,18,389,24,121,86,1,Activo10,riesgo
308,Ransomware,Ransomware,3923684211,634,682,682,598,116,252,44,44,29062087,53500661,29062087,3,3,18,389,24,119,86,1,Activo8,riesgo
309,Ransomware,Ransomware,3902702703,625,671,660,594,113,230,42,42,28767123,53424658,28767123,3,3,18,389,24,119,86,1,Activo5,riesgo
310,Ransomware,Ransomware,3902702703,623,671,664,594,113,230,42,42,28806584,53497942,28806584,3,3,18,389,24,119,86,1,Activo13,riesgo
311,Ransomware,Ransomware,385952381,665,684,838,648,120,261,50,50,2994012,54491018,2994012,4,4,24,389,24,122,86,1,Activo11,riesgo
312,Ransomware,Ransomware,37625,652,697,703,604,113,232,47,47,30921053,56578947,30921053,4,4,24,389,24,119,86,1,Activo12,riesgo
313,Ransomware,Ransomware,3833333333,665,684,788,642,120,261,50,50,30138638,54852321,30138638,4,4,24,389,24,122,86,1,Activo7,riesgo
314,Ransomware,Ransomware,3804545455,669,699,875,653,126,269,50,50,29019153,53975624,29019153,4,4,24,389,24,122,86,1,Activo12,riesgo
315,Ransomware,Ransomware,3784090909,669,699,746,650,126,269,49,49,28638223,53769725,28638223,4,4,24,389,24,122,86,1,Activo11,riesgo
316,Ransomware,Ransomware,3758139535,666,694,728,616,123,264,49,49,29571515,54918527,29571515,4,4,24,389,24,122,86,1,Activo3,riesgo
317,Ransomware,Ransomware,3764285714,663,689,723,608,119,259,48,48,2970297,55074257,2970297,4,4,24,389,24,121,86,1,Activo4,riesgo
318,Ransomware,Ransomware,3673170732,650,697,691,604,113,232,47,47,30739045,56245912,30739045,4,4,24,389,24,119,86,1,Activo14,riesgo
319,Ransomware,Ransomware,37625,655,697,704,604,113,232,47,47,30900723,56541749,30900723,4,4,24,389,24,119,86,1,Activo20,riesgo
320,Ransomware,Ransomware,3788372093,767,688,841,650,120,261,49,49,29218843,54263566,29218843,3,3,18,389,24,122,87,1,Activo12,riesgo
321,Ransomware,Ransomware,3685365854,40605,700,752,604,113,232,44,44,29004614,5471325,29004614,3,3,18,389,24,119,87,1,Activo18,riesgo
322,Ransomware,Ransomware,3735555556,819,702,810,653,126,269,49,49,28340081,53788317,28340081,3,3,18,389,24,122,87,1,Activo1,riesgo
323,Ransomware,Ransomware,3715555556,2911,702,762,650,126,269,47,47,27357392,52968568,27357392,3,3,18,389,24,122,87,1,Activo20,riesgo
324,Ransomware,Ransomware,3688636364,9191,697,732,616,123,264,47,47,28194361,53989202,28194361,3,3,18,389,24,122,87,1,Activo6,riesgo
325,Ransomware,Ransomware,3688636364,15480,697,743,616,123,264,47,47,28313253,54216867,28313253,3,3,18,389,24,122,87,1,Activo14,riesgo
326,Ransomware,Ransomware,3675609756,21299,700,717,604,113,228,44,44,28701892,54794521,28701892,3,3,18,389,24,119,87,1,Activo9,riesgo
327,Ransomware,Ransomware,3685365854,26240,700,728,604,113,232,44,44,28833552,55045872,28833552,3,3,18,389,24,119,87,1,Activo6,riesgo
328,Ransomware,Ransomware,3685365854,31176,700,742,604,113,232,44,44,28871391,5511811,28871391,3,3,18,389,24,119,87,1,Activo12,riesgo
329,Ransomware,Ransomware,3685365854,36127,700,756,604,113,232,44,44,28928337,55226824,28928337,3,3,18,389,24,119,87,1,Activo13,riesgo
330,Ransomware,Ransomware,4023076923,647,660,834,640,120,259,47,47,29102167,52631579,29102167,3,3,18,389,24,123,87,1,Activo6,riesgo
331,Ransomware,Ransomware,3951428571,626,603,638,570,107,223,42,42,29893238,54092527,29893238,2,2,12,389,24,120,87,1,Activo16,riesgo
332,Ransomware,Ransomware,3994871795,647,660,776,634,120,259,47,47,29301746,52992519,29301746,3,3,18,389,24,123,87,1,Activo14,riesgo
333,Ransomware,Ransomware,3953658537,650,674,760,643,126,267,46,46,27611044,51620648,27611044,3,3,18,389,24,123,87,1,Activo10,riesgo
334,Ransomware,Ransomware,39075,647,669,714,606,123,262,45,45,28037383,52336449,28037383,3,3,18,389,24,123,87,1,Activo10,riesgo
335,Ransomware,Ransomware,39075,647,669,705,606,123,262,45,45,28125,525,28125,3,3,18,389,24,123,87,1,Activo15,riesgo
336,Ransomware,Ransomware,3917948718,644,664,696,598,119,257,44,44,28205128,52564103,28205128,3,3,18,389,24,122,87,1,Activo9,riesgo
